Country,location,category,codes,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,headline_percent
USA,Hawaii,transit,US,4,-2,6,2,2,2,-0,2,4,1,-1,-1,-1,-1,-0,-2,-3,-6,-4,-3,-4,-2,-3,-4,-6,-9,-8,-9,-11,-15,-22,-27,-31,-34,-40,-43,-44,-50,-56,-66,-66,-70,-72,-72
USA,Hawaii,workplace,US,-1,-47,-1,-0,0,2,1,1,2,-0,1,0,2,1,1,2,1,1,1,2,1,1,1,0,-0,-1,-1,-4,-5,-17,-23,-25,-28,-31,-27,-30,-35,-42,-46,-53,-46,-43,-45,-45
USA,Hawaii,residential,US,-1,11,1,1,0,-0,-1,-0,-0,1,-0,-0,-1,-0,1,0,0,0,0,0,-0,1,1,1,1,2,2,2,3,7,12,12,14,16,12,11,16,20,22,25,25,18,16,16
USA,Idaho,retail_recr,US,11,10,1,2,5,4,6,12,5,6,9,10,10,10,21,9,11,9,10,7,8,17,6,9,8,9,6,-6,2,2,-7,-12,-15,-21,-29,-22,-24,-26,-27,-40,-43,-47,-42,-42
USA,Idaho,grocery_pharm,US,3,4,3,3,3,2,6,7,5,5,8,8,7,9,15,11,15,13,14,8,9,14,11,14,13,23,33,26,26,31,22,17,13,12,5,1,1,0,7,-10,-14,-17,-18,-18
USA,Idaho,parks,US,14,44,20,12,16,22,40,44,18,30,24,47,46,14,53,22,43,34,55,41,2,66,38,65,60,54,33,-11,28,65,56,48,93,69,76,140,46,40,10,24,11,13,25,25
USA,Idaho,transit,US,0,-0,9,7,7,7,9,9,4,9,7,10,9,11,16,3,7,7,13,8,11,14,5,11,6,7,2,-2,2,-2,-2,-6,-9,-16,-10,-11,-20,-14,-19,-26,-33,-29,-34,-34
USA,Idaho,workplace,US,-1,-25,1,2,2,3,2,2,9,2,3,3,1,3,4,9,3,4,2,2,2,3,9,2,3,1,0,-1,-8,-4,-19,-23,-27,-28,-18,-27,-30,-36,-38,-44,-43,-31,-38,-38
USA,Idaho,residential,US,-0,3,-0,-0,-0,-1,-1,-1,-2,-1,-1,-1,-2,-2,-2,-3,-1,-1,-1,-1,-1,-1,-3,-1,-1,-1,-0,3,3,1,7,9,10,10,7,5,9,13,14,17,18,12,10,10
USA,Illinois,retail_recr,US,8,2,1,1,-0,2,11,11,1,-1,0,6,6,14,17,8,10,9,7,6,14,15,-1,7,6,7,5,-7,-8,-10,-23,-34,-34,-33,-46,-63,-50,-47,-43,-47,-48,-53,-53,-53
USA,Illinois,grocery_pharm,US,2,-3,-1,-1,-0,0,9,9,6,-1,-1,4,4,11,14,8,10,10,8,5,14,14,3,10,13,32,43,31,25,30,17,8,16,26,3,-34,-21,-17,-13,-15,-14,-17,-24,-24
USA,Illinois,parks,US,29,-14,5,3,0,5,57,104,-2,-3,-3,4,5,26,118,20,21,28,21,17,75,165,-5,20,15,19,19,-13,25,-19,44,-34,-31,-28,-22,-39,-29,-11,29,-28,-27,-35,-29,-28.999999999999996
USA,Illinois,transit,US,3,-13,2,2,0,5,10,7,-0,-3,-1,2,7,10,12,0,2,4,2,4,13,10,-5,-2,-2,-5,-6,-8,-13,-27,-30,-39,-43,-41,-39,-54,-55,-53,-50,-55,-53,-50,-55,-55.00000000000001
USA,Illinois,workplace,US,2,-23,1,1,2,2,7,4,2,1,-1,2,0,6,4,-1,2,2,3,2,7,3,-0,-0,-1,-1,-4,0,-5,-19,-31,-35,-37,-38,-25,-38,-50,-50,-50,-50,-50,-35,-39,-39
USA,Illinois,residential,US,-1,6,0,0,0,-1,-2,-2,0,1,1,-0,-1,-3,-3,-0,-1,-1,-1,-1,-3,-2,1,0,0,1,1,3,3,8,12,16,17,17,13,14,21,22,21,22,23,15,13,13
USA,Indiana,retail_recr,US,8,5,1,4,3,4,13,9,1,2,1,7,8,18,18,9,14,14,12,5,18,15,7,6,8,7,5,-7,-7,-5,-21,-27,-28,-30,-39,-46,-30,-34,-45,-43,-45,-49,-48,-48
USA,Indiana,grocery_pharm,US,3,-3,-1,0,-1,-2,7,6,-2,2,-3,3,2,11,12,4,11,7,9,-0,13,12,6,6,9,23,27,15,12,26,16,7,15,9,3,-15,3,-2,-20,-18,-20,-21,-25,-25
USA,Indiana,parks,US,34,-4,3,9,1,12,69,83,-8,-4,-7,0,8,27,88,7,35,42,43,10,85,161,24,15,22,32,37,1,37,4,52,-10,-4,19,10,-5,6,11,61,38,14,29,24,24
USA,Indiana,transit,US,5,2,4,5,5,6,12,8,1,3,2,6,9,16,14,5,9,8,8,8,19,17,5,5,6,5,5,1,0,-3,-3,-9,-13,-15,-13,-26,-21,-19,-23,-27,-32,-31,-34,-34
USA,Indiana,workplace,US,1,-13,2,2,1,2,4,3,2,2,-1,-1,1,2,4,2,2,2,2,1,5,3,1,0,-0,-1,-4,-1,-5,-14,-21,-25,-27,-30,-22,-29,-35,-39,-45,-46,-46,-35,-36,-36
USA,Indiana,residential,US,-1,4,0,-0,0,-1,-2,-1,1,0,2,1,-1,-3,-2,0,-1,-1,-1,-0,-3,-2,0,0,0,1,1,3,2,6,8,12,13,14,10,9,14,16,19,20,22,13,11,11
USA,Iowa,retail_recr,US,10,-2,-3,-3,-1,9,10,14,1,-2,7,5,11,14,20,6,8,9,3,13,13,18,-1,5,8,5,10,-7,0,-3,-21,-32,-37,-35,-44,-46,-39,-41,-39,-40,-40,-48,-43,-43
USA,Iowa,grocery_pharm,US,18,5,6,6,5,6,14,22,11,3,10,3,11,18,29,13,15,17,6,15,22,28,10,16,22,22,33,18,30,48,34,17,4,10,6,-7,-2,-5,-3,-10,-5,-8,-10,-10
USA,Iowa,parks,US,16,-8,5,-2,0,13,51,83,8,7,6,13,15,48,110,19,36,52,12,47,83,140,-5,36,50,31,39,-16,18,15,65,1,-7,-5,22,-13,21,53,48,54,26,8,41,41
USA,Iowa,transit,US,-4,-7,-1,0,-2,4,3,3,-3,-4,5,-0,6,9,7,-3,-1,5,3,14,18,17,-0,6,9,5,11,-1,1,-5,-2,-4,-15,-16,-14,-24,-19,-17,-15,-20,-21,-27,-28,-28.000000000000004
USA,Iowa,workplace,US,2,-8,1,3,1,3,5,5,4,1,4,2,5,4,5,4,2,4,3,6,6,5,3,1,4,0,0,1,-2,-15,-23,-26,-29,-29,-17,-25,-32,-36,-35,-37,-35,-23,-29,-28.999999999999996
USA,Iowa,residential,US,-1,4,0,0,1,-3,-2,-2,0,1,-1,-0,-3,-3,-3,-0,-1,-1,0,-4,-3,-3,1,-0,-1,0,-2,3,1,5,8,12,15,13,10,9,15,16,16,17,16,13,10,10
USA,Kansas,retail_recr,US,15,7,3,4,-2,9,5,13,-0,2,12,8,17,11,24,8,14,13,9,15,10,19,2,9,15,10,8,-11,-6,-7,-13,-16,-23,-24,-38,-35,-28,-36,-34,-40,-37,-45,-36,-36
USA,Kansas,grocery_pharm,US,3,0,-1,3,-7,-4,1,2,-2,-4,7,-0,3,9,13,5,9,11,4,3,7,9,2,6,15,22,26,16,10,21,22,24,14,15,6,-0,4,-7,-4,-14,-13,-12,-14,-14.000000000000002
USA,Kansas,parks,US,23,55,18,8,-3,22,56,19,-8,1,12,19,62,116,90,35,80,65,53,87,101,47,-8,50,112,65,22,-19,-28,-6,26,62,94,20,35,-33,30,46,117,81,62,50,72,72
USA,Kansas,transit,US,6,2,0,4,-2,4,6,1,-4,-5,5,4,15,12,17,2,9,12,9,16,18,18,-0,5,16,11,11,3,5,-3,-3,-0,-8,-9,-9,-17,-16,-16,-12,-19,-21,-26,-20,-20
USA,Kansas,workplace,US,1,-15,-0,4,-1,7,4,2,5,1,4,2,8,5,4,6,3,5,2,7,6,2,-0,-2,-1,-4,-6,-1,-6,-18,-24,-26,-30,-27,-15,-24,-31,-38,-39,-42,-38,-25,-30,-30
USA,Kansas,residential,US,-1,3,0,-1,1,-3,-1,-0,0,1,-2,-1,-5,-3,-2,-2,-2,-3,-1,-5,-3,-1,1,0,-2,-0,-0,3,3,7,9,9,12,11,9,9,13,17,15,18,15,12,9,9
USA,Kentucky,retail_recr,US,3,3,-3,2,0,2,9,4,-2,5,9,9,10,17,18,8,16,13,12,5,15,13,8,6,9,2,3,-8,-11,-8,-19,-24,-28,-29,-38,-40,-30,-39,-33,-33,-36,-38,-37,-37
USA,Kentucky,grocery_pharm,US,-0,-2,-3,1,-1,2,9,5,-1,5,7,6,9,13,16,6,16,13,12,5,16,13,11,10,17,21,27,16,12,24,17,13,12,7,2,-9,-3,-11,-5,-6,-9,-6,-11,-11
USA,Kentucky,parks,US,25,24,-7,14,-4,12,68,43,-20,4,-6,-2,12,36,101,-7,35,49,49,12,85,136,39,14,42,13,39,-4,9,-1,33,-5,2,51,17,17,20,1,69,84,65,100,68,68
USA,Kentucky,transit,US,3,3,0,3,2,3,10,6,-3,4,3,2,3,13,13,-1,6,6,5,2,15,11,2,1,3,-1,-1,-1,-3,-9,-6,-11,-16,-19,-16,-28,-26,-25,-23,-27,-32,-28,-34,-34
USA,Kentucky,workplace,US,0,-12,2,2,1,2,5,2,2,3,2,-1,2,3,3,2,3,2,2,1,4,1,1,0,-0,-2,-4,-2,-8,-14,-19,-23,-26,-29,-22,-29,-34,-38,-40,-41,-42,-29,-34,-34
USA,Kentucky,residential,US,-0,4,1,-0,0,-0,-2,-1,2,-0,-0,0,-1,-2,-2,1,-1,-1,-2,0,-2,-2,0,1,-0,1,2,3,3,7,8,10,11,13,9,9,14,16,15,15,18,9,9,9
USA,Louisiana,retail_recr,US,5,2,3,4,0,8,9,17,16,16,19,14,11,12,16,12,16,7,12,8,11,15,8,11,14,11,5,-4,-5,-3,-18,-20,-25,-32,-42,-40,-35,-43,-39,-39,-42,-47,-45,-45
USA,Louisiana,grocery_pharm,US,3,0,2,0,-1,5,9,11,8,7,10,8,8,8,12,7,15,4,11,7,8,13,7,12,14,25,36,21,16,24,18,12,15,8,-2,-1,-5,-14,-13,-12,-13,-16,-16,-16
USA,Louisiana,parks,US,-3,14,13,16,-24,13,27,42,37,46,25,17,22,32,31,20,18,-1,15,30,32,62,27,20,54,35,22,9,23,8,-3,11,-2,-16,-38,-20,-21,-19,-6,-14,-20,-38,-18,-18
USA,Louisiana,transit,US,8,4,3,11,1,16,41,33,14,24,18,13,10,13,15,8,6,5,8,9,13,16,8,5,10,5,0,-1,-0,-7,-17,-17,-24,-33,-36,-40,-39,-36,-35,-39,-44,-46,-49,-49
USA,Louisiana,workplace,US,-1,-3,1,1,-1,-1,-0,1,-15,-37,-8,-3,-2,3,3,5,3,1,2,3,3,2,3,1,1,0,-1,-1,-4,-11,-20,-24,-26,-29,-24,-28,-34,-42,-43,-43,-43,-33,-35,-35
USA,Louisiana,residential,US,0,2,0,-0,3,0,-2,-2,3,5,0,0,-0,-2,-2,-1,-2,1,-1,-1,-2,-2,-0,-0,-2,-1,0,2,2,5,9,9,11,15,12,10,15,18,17,18,20,14,11,11
USA,Maine,retail_recr,US,14,15,-9,6,8,3,6,14,6,4,12,-10,8,10,19,7,20,8,9,5,9,18,8,5,10,9,-4,-1,0,-7,-24,-25,-35,-38,-41,-38,-37,-43,-40,-40,-44,-46,-50,-50
USA,Maine,grocery_pharm,US,8,5,-7,-1,2,-4,-3,10,4,0,9,-11,1,-1,12,5,10,3,7,-0,-1,11,7,4,11,28,17,19,26,24,7,9,0,-4,-9,-8,-9,-17,-10,-10,-16,-17,-22,-22
USA,Maine,parks,US,47,32,-8,5,5,-2,23,55,22,11,8,-16,2,1,19,6,55,0,26,6,-1,58,50,21,24,18,-19,18,39,14,-19,43,-9,-1,36,52,-7,-2,13,46,18,41,-24,-24
USA,Maine,transit,US,17,12,4,13,8,4,10,33,8,6,12,-9,9,15,26,9,12,8,8,5,9,32,8,6,5,4,-9,-6,0,-11,-18,-18,-30,-36,-37,-35,-38,-40,-42,-42,-51,-48,-56,-56.00000000000001
USA,Maine,workplace,US,3,-33,-13,-12,-9,-11,-1,6,3,3,2,-5,2,1,6,3,2,1,4,2,1,7,2,2,1,3,-3,-1,2,-14,-23,-28,-31,-34,-24,-24,-36,-42,-41,-41,-42,-31,-31,-31
USA,Maine,residential,US,-2,6,5,2,2,3,-1,-2,-0,-0,-1,5,-0,-1,-2,-0,-2,0,-1,0,-0,-2,-0,1,-0,0,4,2,2,6,11,11,14,17,10,8,15,18,17,17,19,11,10,10
USA,Maryland,retail_recr,US,5,8,2,2,1,-1,5,6,1,1,3,3,2,5,8,4,7,7,6,1,6,7,6,5,4,8,1,-7,-13,-7,-20,-23,-24,-27,-36,-40,-35,-38,-44,-36,-39,-48,-45,-45
USA,Maryland,grocery_pharm,US,-0,-1,0,-0,-0,-3,3,4,-1,-3,1,-0,0,3,6,2,6,5,4,-0,6,6,5,5,6,19,19,11,2,16,4,0,1,1,-4,-15,-15,-17,-25,-16,-19,-26,-25,-25
USA,Maryland,parks,US,20,40,21,7,-6,-4,52,75,10,-6,-2,-4,4,-3,31,21,24,48,29,3,34,100,84,37,27,33,39,66,20,12,52,39,42,54,34,33,-45,31,-43,53,41,-28,29,28.999999999999996
USA,Maryland,transit,US,-1,-18,4,1,-0,-1,6,6,-1,-1,1,-1,1,0,2,-1,1,3,1,-3,4,5,-1,-2,-2,-7,-13,-11,-19,-28,-33,-37,-41,-42,-38,-45,-56,-51,-58,-52,-51,-53,-51,-51
USA,Maryland,workplace,US,0,-33,2,2,2,3,4,3,4,3,2,2,3,4,3,4,4,3,3,2,4,2,3,2,1,-1,-4,-2,-11,-24,-32,-37,-39,-39,-25,-33,-46,-49,-52,-51,-49,-36,-39,-39
USA,Maryland,residential,US,-1,8,-0,-0,-0,0,-2,-1,0,1,-0,-0,-0,-1,-1,-0,-1,-1,-1,1,-1,-1,-0,0,0,1,3,3,5,10,14,16,17,18,12,11,22,21,24,22,23,16,13,13
USA,Massachusetts,retail_recr,US,6,11,-4,3,3,0,5,9,4,2,5,4,5,9,10,7,11,4,7,2,7,9,10,5,5,5,-5,-11,-15,-12,-32,-31,-39,-34,-42,-46,-40,-49,-52,-47,-48,-52,-59,-59
USA,Massachusetts,grocery_pharm,US,-4,-2,-10,-3,-2,-6,-2,1,0,-3,-0,0,1,0,4,5,6,3,7,2,3,5,7,7,13,32,30,16,5,16,-0,1,-3,11,-5,-19,-12,-21,-25,-17,-19,-23,-36,-36
USA,Massachusetts,parks,US,3,32,-18,3,-1,-9,49,66,51,12,3,-1,-2,26,-1,21,49,5,30,1,24,47,102,33,25,14,-16,61,43,8,-19,53,-36,20,71,22,-33,-2,-21,42,46,57,-56,-56.00000000000001
USA,Massachusetts,transit,US,-1,-26,-4,-2,-2,-3,5,6,1,2,5,5,7,11,11,2,4,-0,1,-1,0,0,-3,-7,-10,-17,-26,-19,-26,-41,-50,-50,-59,-56,-50,-59,-66,-68,-70,-68,-67,-63,-73,-73
USA,Massachusetts,workplace,US,0,-42,-10,-10,-8,-9,1,3,4,3,2,3,3,2,3,3,1,2,4,3,1,2,1,-0,-3,-5,-14,-4,-8,-30,-39,-42,-44,-44,-30,-33,-50,-55,-57,-56,-55,-41,-42,-42
USA,Massachusetts,residential,US,-0,9,3,2,2,3,-1,-1,-1,-0,-0,0,-0,-1,-1,-0,-1,-0,-1,1,-1,-0,-0,1,1,3,8,4,5,12,17,17,21,20,12,12,21,24,26,25,26,15,16,16
USA,Michigan,retail_recr,US,9,1,-2,2,2,-1,9,12,1,4,-8,1,2,13,17,9,12,11,10,2,14,17,6,11,7,7,-5,-13,-11,-17,-29,-33,-34,-41,-46,-47,-34,-59,-53,-56,-58,-63,-58,-57.99999999999999
USA,Michigan,grocery_pharm,US,4,-2,-4,0,-1,-5,4,6,0,3,-9,-3,-2,6,10,4,7,5,4,-5,8,11,4,5,14,28,29,13,10,24,10,4,9,2,-5,-15,12,-29,-22,-25,-26,-29,-28,-28.000000000000004
USA,Michigan,parks,US,45,1,-4,4,2,4,56,90,14,2,-12,-7,-2,23,57,28,14,22,20,0,61,155,31,48,14,28,8,16,87,13,45,10,9,-2,33,48,-1,3,66,12,22,-22,15,15
USA,Michigan,transit,US,4,-2,2,4,5,9,17,18,6,5,1,7,15,28,23,5,8,9,9,7,14,14,3,5,4,2,-3,-5,-8,-17,-19,-24,-30,-32,-32,-41,-40,-50,-46,-51,-52,-56,-55,-55.00000000000001
USA,Michigan,workplace,US,3,-13,-6,-0,0,0,8,6,2,2,-11,-8,0,6,5,2,1,1,1,0,8,5,2,-1,1,-1,-7,2,-4,-21,-28,-31,-34,-37,-26,-31,-43,-57,-58,-59,-58,-44,-43,-43
USA,Michigan,residential,US,-1,4,2,0,0,1,-2,-2,0,-0,5,3,0,-2,-2,-1,-1,-1,-1,1,-2,-2,-0,-0,-0,1,4,4,3,9,11,13,15,18,11,9,17,25,23,25,27,17,12,12
USA,Minnesota,retail_recr,US,9,4,-2,-0,-2,2,5,11,4,5,6,3,5,8,15,6,10,7,1,6,7,13,4,6,7,3,2,-7,-5,-5,-18,-34,-41,-38,-49,-48,-39,-41,-37,-37,-40,-65,-58,-57.99999999999999
USA,Minnesota,grocery_pharm,US,2,-1,-1,-2,-2,3,5,8,3,2,2,1,3,6,11,4,7,5,1,6,9,12,3,4,7,14,20,15,19,20,15,2,-6,4,-9,-19,-11,-14,-8,-5,-8,-38,-35,-35
USA,Minnesota,parks,US,11,5,-9,-13,-14,6,26,44,5,3,-1,-5,0,5,40,-1,20,5,-15,6,21,93,-1,6,11,-10,-2,-14,31,-13,33,7,-31,-3,-5,18,35,22,-11,55,55,-44,-16,-16
USA,Minnesota,transit,US,-3,-6,6,3,0,8,5,6,5,6,6,4,8,6,6,2,3,4,-1,3,7,7,-5,-1,-2,-8,-7,-10,-15,-27,-27,-35,-45,-43,-43,-50,-52,-50,-53,-52,-51,-64,-64,-64
USA,Minnesota,workplace,US,1,-22,-1,1,1,2,3,3,3,2,2,2,2,5,4,3,1,2,1,-1,3,2,-2,-2,-3,-4,-6,-1,-4,-16,-24,-32,-35,-36,-25,-30,-39,-42,-43,-43,-44,-37,-38,-38
USA,Minnesota,residential,US,-1,5,1,0,1,-0,-1,-2,-1,-0,-1,-0,-1,-1,-2,-0,-0,-1,0,-0,-1,-2,1,1,1,2,3,4,3,8,11,15,18,19,14,11,17,20,20,20,21,19,14,14.000000000000002
USA,Mississippi,retail_recr,US,3,2,-2,3,-5,1,6,4,2,10,22,18,15,20,23,17,22,12,16,10,14,16,12,16,15,14,5,3,2,4,-3,-5,-13,-23,-30,-36,-26,-28,-24,-26,-29,-34,-32,-32
USA,Mississippi,grocery_pharm,US,1,2,0,1,-4,-0,5,2,0,3,8,7,8,12,14,9,16,4,10,5,10,9,8,11,10,24,21,21,17,25,21,17,18,10,8,-7,-0,-4,-5,-6,-9,-9,-7,-7.000000000000001
USA,Mississippi,parks,US,-12,-1,-2,-2,-20,2,20,12,-9,24,9,18,18,42,35,10,21,-6,21,24,41,45,24,39,36,45,23,41,32,24,34,32,26,-0,-1,-6,4,9,26,31,21,14,27,27
USA,Mississippi,transit,US,4,1,0,2,-0,9,12,12,2,10,15,12,10,17,24,5,8,4,10,11,23,22,8,8,12,12,9,10,10,4,2,0,-3,-12,-15,-21,-19,-13,-13,-17,-23,-25,-29,-28.999999999999996
USA,Mississippi,workplace,US,-1,-15,1,0,-1,0,2,1,-2,-4,-1,2,1,3,4,3,2,-1,2,0,3,2,-9,-9,-9,-10,-12,0,-4,-14,-18,-21,-22,-26,-18,-27,-29,-32,-34,-34,-35,-25,-30,-30
USA,Mississippi,residential,US,1,4,1,0,3,-0,-1,-0,2,0,-1,-2,-3,-4,-2,-1,-2,1,-1,-2,-3,-2,1,0,0,0,1,-1,1,4,6,7,9,12,9,9,12,14,13,13,14,9,9,9
USA,Missouri,retail_recr,US,13,4,0,9,1,10,7,12,-2,2,13,8,17,15,21,9,14,18,10,16,12,20,3,11,19,8,12,-6,-2,-2,-10,-12,-25,-23,-37,-40,-33,-44,-33,-39,-37,-46,-38,-38
USA,Missouri,grocery_pharm,US,7,2,-2,1,-0,-2,10,8,0,0,2,4,4,12,15,8,12,10,8,3,14,16,5,11,13,24,24,18,17,30,22,20,13,13,11,-1,2,-14,-6,-10,-13,-12,-12,-12
USA,Missouri,parks,US,45,8,11,-2,1,23,63,54,-15,2,-14,10,37,84,95,19,66,28,50,67,114,119,-8,46,50,26,37,-16,-8,-11,28,2,9,9,27,-41,2,-16,47,73,50,32,73,73
USA,Missouri,transit,US,3,-2,2,7,3,9,8,6,-3,-1,8,5,13,11,11,1,5,11,6,13,13,14,-4,1,10,1,6,-3,-5,-13,-11,-10,-19,-18,-17,-30,-31,-33,-24,-30,-30,-32,-34,-34
USA,Missouri,workplace,US,3,-20,1,5,3,18,6,5,3,2,4,4,18,6,5,4,3,6,4,18,7,5,1,0,4,1,9,1,-2,-14,-19,-24,-29,-22,-17,-26,-35,-42,-41,-43,-36,-28,-32,-32
USA,Missouri,residential,US,-1,5,-0,-2,0,-2,-2,-1,1,0,-2,-1,-3,-4,-3,-1,-2,-4,-1,-3,-3,-3,2,-1,-3,0,-0,3,2,6,7,8,13,12,9,9,14,18,14,17,18,12,9,9
USA,Montana,retail_recr,US,9,6,-2,1,6,4,8,10,1,4,9,12,11,14,18,9,10,8,12,9,11,11,8,8,6,10,-0,-15,-14,-2,-19,-27,-29,-33,-41,-39,-32,-35,-37,-33,-35,-58,-51,-51
USA,Montana,grocery_pharm,US,2,1,-1,1,1,1,6,5,-0,1,3,3,6,8,10,5,9,7,11,7,8,7,7,7,9,16,20,13,10,29,16,5,2,6,1,-7,-5,-6,-9,2,8,-25,-25,-25
USA,Montana,parks,US,-1,10,-2,3,4,3,5,-6,-9,10,-1,8,20,-4,-1,-1,13,1,19,30,7,-8,12,19,7,11,-16,-44,-31,10,28,10,2,20,34,38,31,13,8,21,8,-2,28,28.000000000000004
USA,Montana,transit,US,8,-2,1,3,5,4,5,8,3,6,5,8,8,12,14,6,11,7,9,8,11,12,7,6,6,8,1,-5,0,2,-0,-11,-14,-16,-13,-20,-24,-22,-24,-26,-29,-37,-37,-37
USA,Montana,workplace,US,0,-24,2,2,2,2,1,3,3,2,2,1,1,1,5,4,1,2,2,2,1,2,3,1,1,-0,-3,-6,-6,-16,-22,-26,-28,-29,-26,-29,-31,-34,-36,-36,-36,-36,-37,-37
USA,Montana,residential,US,0,5,0,0,-1,-1,-1,-0,0,-0,-1,-1,-1,-2,-1,-1,-1,-0,-1,-1,-1,-0,-1,-1,-0,-1,2,4,4,5,7,10,11,12,8,7,11,13,14,14,15,13,10,10
USA,Nebraska,retail_recr,US,11,7,5,-6,1,8,11,11,4,2,10,6,12,14,17,9,10,12,8,11,11,13,2,5,9,8,3,-17,-12,-5,-17,-22,-33,-33,-38,-40,-30,-32,-30,-34,-34,-44,-34,-34
USA,Nebraska,grocery_pharm,US,8,1,2,-3,-1,3,6,6,6,-3,6,2,9,11,13,8,10,11,6,9,12,13,5,6,14,23,32,5,10,29,17,14,0,4,-0,-11,-4,-8,-5,-10,-6,-13,-9,-9
USA,Nebraska,parks,US,44,13,23,-6,4,21,73,43,24,10,15,14,33,86,56,28,55,58,23,51,84,90,-1,29,65,34,16,-25,-20,8,29,17,-15,-15,15,-4,29,69,77,37,17,-18,109,109.00000000000001
USA,Nebraska,transit,US,-0,1,6,-2,3,7,8,7,4,0,6,7,11,10,9,3,1,7,8,14,13,15,-1,4,8,8,2,-10,-5,-4,-1,-8,-22,-18,-9,-21,-17,-14,-13,-15,-19,-24,-18,-18
USA,Nebraska,workplace,US,4,-14,2,1,1,2,0,5,3,1,2,2,4,2,6,3,2,2,1,1,-0,3,-4,-4,-4,-7,-11,-6,-2,-15,-20,-24,-28,-29,-14,-22,-31,-33,-34,-35,-34,-21,-24,-24
USA,Nebraska,residential,US,-1,4,-0,1,1,-2,-2,-1,-0,1,-1,-1,-3,-3,-2,-1,-1,-2,-1,-2,-2,-2,2,1,-0,2,3,6,4,6,9,11,15,16,11,9,13,15,14,16,17,13,8,8
USA,Nevada,retail_recr,US,6,5,2,1,4,2,-0,5,3,5,9,8,6,7,7,6,9,7,6,3,2,4,4,2,5,2,1,-6,-6,-5,-12,-27,-36,-38,-46,-46,-41,-40,-41,-42,-43,-47,-47,-47
USA,Nevada,grocery_pharm,US,3,0,1,1,1,2,-3,4,3,3,6,5,4,6,4,7,11,9,10,7,5,7,8,7,11,13,24,22,21,28,21,12,-2,-3,-13,-19,-16,-14,-15,-16,-17,-19,-23,-23
USA,Nevada,parks,US,36,31,6,11,8,13,-12,27,14,6,12,12,12,4,3,1,9,14,13,14,0,22,15,-5,11,-3,-8,-19,-2,-14,-25,-36,-39,-42,-41,-24,-37,-36,-42,-43,-44,-49,-38,-38
USA,Nevada,transit,US,1,-2,4,8,4,2,-2,5,4,2,6,5,2,4,0,-1,-1,4,1,-2,-0,0,-0,-6,-1,-8,-11,-9,-17,-19,-23,-29,-45,-49,-48,-57,-54,-51,-51,-56,-57,-54,-62,-62
USA,Nevada,workplace,US,-0,-28,1,1,1,1,-2,-0,3,-2,2,1,2,-0,-1,3,2,1,1,2,-0,0,-7,-1,-0,-1,-4,-5,-7,-20,-26,-36,-43,-45,-46,-49,-48,-50,-51,-51,-52,-50,-52,-52
USA,Nevada,residential,US,-1,6,-0,0,-0,-0,1,-1,-0,1,-1,-1,-1,-1,-0,-0,-1,-1,-1,-0,-0,-0,1,1,1,1,3,3,3,7,9,14,17,20,15,13,18,19,20,21,22,16,14,14.000000000000002
USA,New Hampshire,retail_recr,US,10,21,-12,7,7,1,4,6,5,4,8,1,2,4,10,6,8,5,6,1,7,9,9,8,7,7,-1,-5,-6,-1,-22,-23,-33,-33,-39,-41,-38,-42,-38,-34,-37,-51,-58,-57.99999999999999
USA,New Hampshire,grocery_pharm,US,0,8,-11,2,2,-3,-3,-2,-2,-3,1,-7,-2,-2,3,3,6,2,7,-1,2,3,6,6,9,30,31,20,10,28,17,15,6,13,-2,-15,-10,-16,-9,-2,-6,-22,-35,-35
USA,New Hampshire,parks,US,21,55,-6,10,16,9,39,40,58,14,-1,-6,5,8,-10,11,43,-4,25,3,15,45,97,31,13,12,-23,23,24,22,-12,61,-24,11,37,32,-18,-7,-5,60,44,25,-63,-63
USA,New Hampshire,transit,US,11,13,12,15,17,12,27,28,13,10,6,5,4,13,23,9,16,7,8,3,9,20,7,5,4,2,-13,-4,-7,-11,-14,-17,-30,-37,-31,-38,-38,-36,-36,-36,-47,-49,-63,-63
USA,New Hampshire,workplace,US,4,-21,-1,0,3,1,3,4,-10,-10,-10,-11,-10,1,3,3,2,2,4,3,4,3,2,-1,0,1,-3,-0,-3,-16,-25,-29,-32,-34,-25,-28,-39,-45,-43,-43,-42,-34,-38,-38
USA,New Hampshire,residential,US,-1,5,3,0,0,1,-1,-2,1,1,1,3,2,-2,-2,-1,-1,0,-1,1,-1,-1,-1,1,1,1,4,2,3,7,12,13,17,18,11,9,17,21,20,19,20,13,13,13
USA,New Jersey,retail_recr,US,4,14,1,2,1,-1,7,6,1,-1,3,2,2,7,8,6,4,8,7,-2,9,8,8,5,6,5,-1,-7,-14,-10,-27,-30,-35,-35,-42,-57,-56,-46,-51,-46,-48,-59,-59,-59
